Job_Title,Experience,Work_Mode,Year,Salary,Company_Size
Data Engineer,Senior-level,On-site,2023,226700,Medium
Data Engineer,Senior-level,On-site,2023,133300,Medium
Data Engineer,Senior-level,On-site,2023,184000,Medium
Data Engineer,Senior-level,On-site,2023,123000,Medium
Data Scientist,Senior-level,On-site,2023,117000,Medium
Data Scientist,Mid-level,On-site,2023,73000,Medium
Data Scientist,Senior-level,Remote,2023,185900,Medium
Data Scientist,Senior-level,Remote,2023,129300,Medium
Data Engineer,Mid-level,On-site,2023,104000,Medium
Data Engineer,Senior-level,Remote,2023,143000,Medium
Data Engineer,Senior-level,Remote,2023,116000,Medium
Data Engineer,Senior-level,On-site,2023,215000,Medium
Data Scientist,Mid-level,On-site,2023,253000,Medium
Data Scientist,Mid-level,On-site,2023,131000,Medium
Data Scientist,Senior-level,On-site,2023,147000,Medium
ML Engineer,Senior-level,On-site,2023,205000,Medium
Data Analyst,Senior-level,Remote,2023,137000,Medium
Data Analyst,Senior-level,Remote,2023,110000,Medium
Data Scientist,Senior-level,Remote,2023,172000,Medium
Data Engineer,Mid-level,On-site,2023,148000,Medium
Data Engineer,Mid-level,On-site,2023,99000,Medium
Data Analyst,Entry-level,On-site,2023,105000,Medium
Data Engineer,Senior-level,On-site,2023,99000,Medium
Data Engineer,Senior-level,On-site,2023,52500,Medium
ML Engineer,Senior-level,On-site,2023,210000,Medium
ML Engineer,Senior-level,On-site,2023,147000,Medium
Data Engineer,Senior-level,On-site,2023,290300,Medium
Data Engineer,Senior-level,On-site,2023,196685,Medium
ML Engineer,Mid-level,On-site,2023,175000,Medium
ML Engineer,Mid-level,On-site,2023,130000,Medium
Data Engineer,Senior-level,On-site,2023,115000,Medium
Data Engineer,Senior-level,On-site,2023,230300,Medium
Data Scientist,Senior-level,On-site,2023,224800,Medium
Data Scientist,Senior-level,On-site,2023,131100,Medium
Data Scientist,Senior-level,On-site,2023,258000,Medium
Data Scientist,Senior-level,On-site,2023,171000,Medium
Data Engineer,Senior-level,On-site,2023,196000,Medium
Data Engineer,Senior-level,On-site,2023,121000,Medium
Data Engineer,Senior-level,On-site,2023,195800,Medium
Data Engineer,Senior-level,On-site,2023,171500,Medium
Data Scientist,Mid-level,On-site,2023,160000,Medium
Data Scientist,Entry-level,On-site,2023,85000,Medium
Data Scientist,Entry-level,On-site,2023,65000,Medium
ML Engineer,Mid-level,On-site,2023,220000,Medium
Data Scientist,Senior-level,On-site,2023,152000,Medium
Data Scientist,Senior-level,On-site,2023,150200,Medium
Data Scientist,Senior-level,On-site,2023,71000,Medium
Data Engineer,Senior-level,On-site,2023,167200,Medium
Data Engineer,Senior-level,On-site,2023,133000,Medium
Data Engineer,Senior-level,On-site,2023,58400,Medium
Data Scientist,Mid-level,On-site,2023,135000,Medium
Data Engineer,Mid-level,On-site,2023,166000,Medium
Data Engineer,Mid-level,On-site,2023,73100,Medium
Data Analyst,Senior-level,Remote,2023,165000,Medium
Data Analyst,Senior-level,Remote,2023,140000,Medium
Data Analyst,Mid-level,On-site,2023,167000,Medium
Data Analyst,Mid-level,On-site,2023,121000,Medium
Data Scientist,Senior-level,On-site,2023,190200,Medium
Data Scientist,Senior-level,On-site,2023,95100,Medium
Data Analyst,Entry-level,On-site,2023,133000,Medium
Data Analyst,Entry-level,On-site,2023,58400,Medium
Data Engineer,Senior-level,On-site,2023,135000,Medium
Data Engineer,Senior-level,On-site,2023,100000,Medium
ML Engineer,Senior-level,On-site,2023,294000,Medium
ML Engineer,Senior-level,On-site,2023,192000,Medium
ML Engineer,Senior-level,On-site,2023,266000,Medium
ML Engineer,Senior-level,On-site,2023,167000,Medium
ML Engineer,Senior-level,Remote,2023,200000,Medium
ML Engineer,Senior-level,Remote,2023,150000,Medium
Data Analyst,Entry-level,Remote,2023,163800,Medium
Data Analyst,Entry-level,Remote,2023,88200,Medium
Data Analyst,Senior-level,On-site,2023,180400,Medium
Data Analyst,Senior-level,On-site,2023,138800,Medium
ML Engineer,Senior-level,Remote,2023,319000,Medium
ML Engineer,Senior-level,Remote,2023,206000,Medium
Data Scientist,Senior-level,On-site,2023,215000,Medium
Data Scientist,Senior-level,On-site,2023,142000,Medium
Data Scientist,Senior-level,On-site,2023,266000,Medium
Data Scientist,Senior-level,On-site,2023,167000,Medium
Data Engineer,Mid-level,On-site,2023,178300,Medium
Data Engineer,Mid-level,On-site,2023,105400,Medium
ML Engineer,Senior-level,On-site,2023,142000,Medium
Data Engineer,Mid-level,On-site,2023,750000,Medium
Data Engineer,Mid-level,On-site,2023,150000,Medium
Data Engineer,Senior-level,Remote,2023,154000,Medium
Data Engineer,Senior-level,Remote,2023,126000,Medium
Data Engineer,Executive-level,Remote,2023,219650,Medium
Data Engineer,Executive-level,Remote,2023,136000,Medium
ML Engineer,Mid-level,Remote,2023,180000,Medium
ML Engineer,Mid-level,Remote,2023,125000,Medium
Data Scientist,Senior-level,On-site,2023,247600,Large
Data Scientist,Senior-level,On-site,2023,127300,Large
Data Engineer,Mid-level,On-site,2023,250000,Medium
Data Engineer,Mid-level,On-site,2023,125000,Medium
ML Engineer,Senior-level,Remote,2023,190000,Medium
ML Engineer,Senior-level,Remote,2023,170000,Medium
Data Scientist,Senior-level,Remote,2023,202600,Medium
Data Scientist,Senior-level,Remote,2023,168800,Medium
Data Scientist,Senior-level,Remote,2023,203000,Medium
Data Scientist,Senior-level,Remote,2023,127000,Medium
Data Analyst,Senior-level,Remote,2023,112200,Medium
Data Analyst,Senior-level,Remote,2023,91800,Medium
Data Engineer,Senior-level,On-site,2023,254000,Medium
Data Engineer,Senior-level,On-site,2023,159000,Medium
Data Engineer,Senior-level,On-site,2023,85000,Medium
Data Scientist,Mid-level,On-site,2023,130500,Medium
Data Scientist,Mid-level,On-site,2023,116000,Medium
Data Engineer,Mid-level,On-site,2023,92000,Medium
Data Analyst,Senior-level,On-site,2023,166000,Medium
Data Analyst,Senior-level,On-site,2023,73100,Medium
ML Engineer,Senior-level,On-site,2023,305600,Medium
ML Engineer,Senior-level,On-site,2023,146600,Medium
Data Engineer,Senior-level,On-site,2023,275000,Medium
Data Engineer,Senior-level,On-site,2023,146400,Medium
Data Scientist,Senior-level,On-site,2023,208500,Medium
Data Scientist,Senior-level,On-site,2023,165000,Medium
Data Scientist,Senior-level,On-site,2023,258700,Medium
Data Scientist,Senior-level,On-site,2023,172500,Medium
Data Engineer,Senior-level,Remote,2023,185000,Medium
Data Engineer,Mid-level,On-site,2023,167100,Medium
Data Engineer,Mid-level,On-site,2023,111400,Medium
Data Scientist,Entry-level,Remote,2023,166000,Medium
Data Scientist,Entry-level,Remote,2023,73100,Medium
Data Analyst,Executive-level,On-site,2023,170000,Medium
Data Analyst,Executive-level,On-site,2023,145000,Medium
Data Engineer,Senior-level,On-site,2023,139810,Medium
Data Engineer,Senior-level,On-site,2023,95325,Medium
Data Engineer,Senior-level,Remote,2023,247300,Medium
Data Engineer,Senior-level,Remote,2023,139700,Medium
Data Scientist,Senior-level,Remote,2023,188000,Medium
Data Scientist,Senior-level,Remote,2023,139000,Medium
Data Scientist,Senior-level,On-site,2023,750000,Medium
Data Engineer,Senior-level,On-site,2023,160000,Medium
ML Engineer,Senior-level,On-site,2023,276000,Medium
ML Engineer,Senior-level,On-site,2023,174000,Medium
ML Engineer,Senior-level,On-site,2023,331640,Medium
ML Engineer,Senior-level,On-site,2023,267720,Medium
Data Engineer,Senior-level,On-site,2023,180000,Medium
Data Engineer,Senior-level,On-site,2023,90000,Medium
Data Analyst,Mid-level,Remote,2023,83000,Medium
Data Analyst,Mid-level,Remote,2023,66000,Medium
Data Scientist,Senior-level,On-site,2023,224250,Medium
Data Scientist,Senior-level,On-site,2023,121550,Medium
Data Engineer,Mid-level,Remote,2023,109000,Medium
Data Engineer,Mid-level,Remote,2023,100000,Medium
Data Scientist,Senior-level,On-site,2023,205400,Medium
Data Scientist,Senior-level,On-site,2023,92900,Medium
ML Engineer,Entry-level,On-site,2023,220000,Medium
ML Engineer,Entry-level,On-site,2023,130000,Medium
Data Scientist,Mid-level,Remote,2023,160000,Medium
Data Scientist,Mid-level,Remote,2023,110000,Medium
Data Scientist,Mid-level,On-site,2023,242000,Medium
Data Scientist,Mid-level,On-site,2023,106200,Medium
Data Scientist,Executive-level,Remote,2023,220000,Medium
Data Scientist,Executive-level,Remote,2023,120000,Medium
Data Scientist,Senior-level,Remote,2023,192000,Medium
Data Scientist,Senior-level,Remote,2023,178000,Medium
Data Engineer,Senior-level,Remote,2023,210000,Medium
Data Scientist,Senior-level,Remote,2023,180000,Medium
Data Scientist,Senior-level,Remote,2023,135000,Medium
Data Scientist,Senior-level,On-site,2023,200000,Medium
Data Scientist,Senior-level,On-site,2023,120000,Medium
Data Engineer,Mid-level,On-site,2023,106700,Medium
Data Engineer,Mid-level,On-site,2023,57700,Medium
ML Engineer,Senior-level,On-site,2023,266400,Medium
ML Engineer,Senior-level,On-site,2023,173300,Medium
Data Analyst,Mid-level,On-site,2023,125000,Medium
Data Analyst,Mid-level,On-site,2023,100000,Medium
Data Scientist,Mid-level,On-site,2023,210400,Medium
Data Scientist,Mid-level,On-site,2023,170500,Medium
Data Engineer,Mid-level,Remote,2023,170000,Medium
Data Scientist,Senior-level,Remote,2023,185400,Medium
Data Scientist,Senior-level,Remote,2023,81536,Medium
Data Analyst,Senior-level,On-site,2023,193000,Medium
Data Analyst,Senior-level,On-site,2023,158000,Medium
Data Engineer,Senior-level,Remote,2023,100000,Medium
Data Analyst,Mid-level,Remote,2023,95000,Medium
Data Analyst,Mid-level,Remote,2023,75000,Medium
Data Analyst,Mid-level,On-site,2023,115000,Medium
Data Analyst,Mid-level,On-site,2023,105000,Medium
Data Engineer,Senior-level,On-site,2023,161900,Medium
Data Analyst,Mid-level,Remote,2023,80000,Medium
Data Analyst,Senior-level,Remote,2023,192500,Medium
Data Scientist,Senior-level,On-site,2023,166000,Medium
Data Scientist,Senior-level,On-site,2023,73100,Medium
ML Engineer,Senior-level,On-site,2023,336300,Medium
ML Engineer,Senior-level,On-site,2023,179000,Medium
ML Engineer,Senior-level,On-site,2023,296400,Medium
ML Engineer,Senior-level,On-site,2023,159600,Medium
ML Engineer,Senior-level,On-site,2023,93400,Medium
Data Scientist,Senior-level,On-site,2023,219000,Medium
Data Scientist,Senior-level,On-site,2023,132000,Medium
Data Scientist,Senior-level,On-site,2023,130500,Medium
Data Scientist,Senior-level,On-site,2023,116000,Medium
Data Scientist,Mid-level,On-site,2023,136000,Medium
Data Scientist,Mid-level,On-site,2023,91000,Medium
Data Scientist,Entry-level,On-site,2023,135000,Medium
Data Scientist,Entry-level,On-site,2023,110000,Medium
Data Scientist,Senior-level,On-site,2023,170625,Medium
Data Scientist,Senior-level,On-site,2023,127950,Medium
Data Analyst,Entry-level,On-site,2023,85256,Medium
Data Analyst,Entry-level,On-site,2023,71615,Medium
Data Scientist,Entry-level,On-site,2023,100000,Large
Data Engineer,Executive-level,On-site,2023,185000,Medium
Data Engineer,Executive-level,On-site,2023,125000,Medium
ML Engineer,Senior-level,On-site,2023,260000,Medium
Data Scientist,Senior-level,On-site,2023,225000,Medium
Data Scientist,Senior-level,Remote,2023,297300,Medium
Data Scientist,Senior-level,Remote,2023,198200,Medium
ML Engineer,Senior-level,Remote,2023,240000,Medium
Data Engineer,Senior-level,Remote,2023,110000,Medium
Data Engineer,Senior-level,Remote,2023,95000,Medium
ML Engineer,Senior-level,On-site,2023,324000,Medium
ML Engineer,Senior-level,On-site,2023,159000,Medium
Data Analyst,Mid-level,Remote,2023,59000,Medium
Data Analyst,Mid-level,Remote,2023,50000,Medium
ML Engineer,Senior-level,Remote,2023,234000,Medium
ML Engineer,Senior-level,Remote,2023,208000,Medium
Data Analyst,Mid-level,On-site,2023,135000,Medium
Data Analyst,Mid-level,On-site,2023,120000,Medium
Data Scientist,Senior-level,Remote,2023,280000,Medium
Data Scientist,Senior-level,Remote,2023,190000,Medium
Data Engineer,Mid-level,On-site,2023,58300,Medium
Data Analyst,Senior-level,On-site,2023,145640,Medium
Data Analyst,Senior-level,On-site,2023,84400,Medium
Data Analyst,Senior-level,On-site,2023,105000,Medium
Data Analyst,Senior-level,On-site,2023,75000,Medium
Data Analyst,Senior-level,Remote,2023,98000,Medium
Data Scientist,Senior-level,Remote,2023,236160,Medium
Data Scientist,Senior-level,Remote,2023,159408,Medium
Data Analyst,Senior-level,Remote,2023,115000,Medium
Data Analyst,Senior-level,Remote,2023,85000,Medium
Data Analyst,Senior-level,Remote,2023,120350,Medium
Data Analyst,Senior-level,Remote,2023,74400,Medium
Data Analyst,Senior-level,Remote,2023,158494,Medium
Data Analyst,Senior-level,Remote,2023,88052,Medium
ML Engineer,Mid-level,On-site,2023,300000,Medium
ML Engineer,Mid-level,On-site,2023,260000,Medium
Data Engineer,Senior-level,On-site,2023,205500,Medium
Data Engineer,Senior-level,On-site,2023,128500,Medium
Data Scientist,Mid-level,On-site,2023,130410,Medium
Data Scientist,Mid-level,On-site,2023,92000,Medium
Data Scientist,Senior-level,On-site,2023,183900,Medium
Data Scientist,Senior-level,On-site,2023,108800,Medium
ML Engineer,Senior-level,On-site,2023,121200,Medium
Data Scientist,Senior-level,On-site,2023,231250,Medium
Data Scientist,Senior-level,On-site,2023,111000,Medium
Data Engineer,Senior-level,On-site,2023,300000,Medium
Data Engineer,Mid-level,On-site,2023,210500,Medium
Data Engineer,Mid-level,On-site,2023,105300,Medium
Data Engineer,Mid-level,On-site,2023,158400,Medium
Data Engineer,Mid-level,On-site,2023,85800,Medium
Data Analyst,Senior-level,On-site,2023,134200,Medium
Data Analyst,Senior-level,On-site,2023,103200,Medium
Data Analyst,Mid-level,Remote,2023,95400,Medium
Data Analyst,Mid-level,Remote,2023,57800,Medium
Data Scientist,Mid-level,On-site,2023,86000,Medium
Data Analyst,Executive-level,On-site,2023,125000,Medium
Data Analyst,Executive-level,On-site,2023,87500,Medium
Data Engineer,Senior-level,Remote,2023,133200,Medium
Data Engineer,Senior-level,Remote,2023,84000,Medium
Data Analyst,Senior-level,On-site,2023,171000,Medium
Data Analyst,Senior-level,On-site,2023,93000,Medium
Data Scientist,Mid-level,Remote,2023,205000,Medium
Data Scientist,Mid-level,Remote,2023,166000,Medium
Data Scientist,Senior-level,On-site,2023,231650,Medium
Data Scientist,Senior-level,On-site,2023,189100,Medium
Data Engineer,Senior-level,On-site,2023,266875,Medium
Data Engineer,Senior-level,On-site,2023,128250,Medium
Data Engineer,Mid-level,Remote,2023,158600,Medium
Data Engineer,Mid-level,Remote,2023,115300,Medium
Data Engineer,Senior-level,On-site,2023,225300,Medium
Data Engineer,Senior-level,On-site,2023,197400,Medium
Data Analyst,Entry-level,On-site,2023,109900,Medium
Data Analyst,Entry-level,On-site,2023,61200,Medium
Data Analyst,Mid-level,On-site,2023,166000,Medium
Data Analyst,Mid-level,On-site,2023,73100,Medium
Data Scientist,Mid-level,On-site,2023,138510,Medium
Data Scientist,Mid-level,On-site,2023,95490,Medium
Data Analyst,Mid-level,Remote,2023,150000,Medium
Data Analyst,Mid-level,Remote,2023,110000,Medium
Data Scientist,Senior-level,On-site,2023,232200,Medium
Data Scientist,Senior-level,On-site,2023,133300,Medium
ML Engineer,Senior-level,On-site,2023,230000,Medium
Data Analyst,Senior-level,On-site,2023,82500,Medium
Data Engineer,Senior-level,On-site,2023,247250,Medium
Data Scientist,Senior-level,On-site,2023,195800,Medium
Data Analyst,Mid-level,Remote,2023,87500,Medium
Data Engineer,Executive-level,On-site,2023,135000,Medium
Data Engineer,Executive-level,On-site,2023,100000,Medium
Data Engineer,Mid-level,On-site,2023,167500,Medium
Data Engineer,Mid-level,On-site,2023,106500,Medium
Data Scientist,Senior-level,On-site,2023,146000,Medium
Data Engineer,Senior-level,On-site,2023,128000,Medium
Data Engineer,Senior-level,On-site,2023,81500,Medium
Data Scientist,Senior-level,On-site,2023,180000,Medium
Data Scientist,Senior-level,On-site,2023,94100,Medium
ML Engineer,Senior-level,On-site,2023,226600,Medium
ML Engineer,Senior-level,On-site,2023,140100,Medium
Data Analyst,Senior-level,On-site,2023,156000,Medium
Data Analyst,Senior-level,On-site,2023,124000,Medium
Data Engineer,Senior-level,On-site,2023,132600,Medium
Data Engineer,Senior-level,Remote,2023,75000,Medium
ML Engineer,Senior-level,On-site,2023,214500,Medium
ML Engineer,Senior-level,On-site,2023,132600,Medium
Data Analyst,Mid-level,On-site,2023,111000,Medium
Data Analyst,Mid-level,On-site,2023,104000,Medium
Data Engineer,Mid-level,On-site,2023,85000,Medium
Data Scientist,Senior-level,Remote,2023,180250,Medium
Data Scientist,Senior-level,Remote,2023,118000,Medium
Data Scientist,Senior-level,On-site,2023,212800,Large
Data Scientist,Senior-level,On-site,2023,111600,Large
Data Analyst,Senior-level,Remote,2023,157500,Medium
Data Analyst,Senior-level,Remote,2023,132500,Medium
ML Engineer,Senior-level,On-site,2023,223600,Large
ML Engineer,Senior-level,On-site,2023,115000,Large
Data Scientist,Mid-level,On-site,2023,130900,Medium
Data Scientist,Mid-level,On-site,2023,72700,Medium
ML Engineer,Senior-level,On-site,2023,333500,Medium
ML Engineer,Senior-level,On-site,2023,144000,Medium
Data Analyst,Senior-level,On-site,2023,73000,Medium
Data Engineer,Senior-level,Remote,2023,156600,Medium
Data Engineer,Senior-level,Remote,2023,137200,Medium
Data Analyst,Mid-level,On-site,2023,149000,Medium
Data Analyst,Mid-level,On-site,2023,65300,Medium
Data Engineer,Mid-level,Remote,2023,187000,Medium
Data Analyst,Senior-level,On-site,2023,119636,Medium
Data Analyst,Senior-level,On-site,2023,70374,Medium
Data Analyst,Senior-level,Remote,2023,67000,Medium
Data Analyst,Senior-level,Remote,2023,102000,Medium
Data Analyst,Senior-level,Remote,2023,94770,Medium
Data Scientist,Entry-level,On-site,2023,133000,Medium
Data Scientist,Entry-level,On-site,2023,58400,Medium
ML Engineer,Senior-level,On-site,2023,180240,Medium
ML Engineer,Senior-level,On-site,2023,120160,Medium
Data Scientist,Mid-level,On-site,2023,93400,Medium
Data Scientist,Senior-level,On-site,2023,119000,Medium
Data Scientist,Senior-level,On-site,2023,71400,Medium
Data Scientist,Senior-level,Remote,2023,225100,Medium
Data Scientist,Senior-level,Remote,2023,140900,Medium
ML Engineer,Mid-level,On-site,2023,179000,Medium
ML Engineer,Mid-level,On-site,2023,144000,Medium
Data Scientist,Entry-level,Remote,2023,156450,Medium
Data Scientist,Entry-level,Remote,2023,119200,Medium
Data Engineer,Senior-level,Remote,2023,97500,Medium
Data Scientist,Senior-level,On-site,2023,201650,Medium
Data Scientist,Senior-level,On-site,2023,124600,Medium
Data Analyst,Senior-level,On-site,2023,145000,Medium
ML Engineer,Senior-level,Remote,2023,328400,Medium
ML Engineer,Senior-level,Remote,2023,205600,Medium
Data Engineer,Entry-level,Remote,2023,85000,Medium
Data Engineer,Entry-level,Remote,2023,61800,Medium
Data Analyst,Entry-level,On-site,2023,116000,Medium
Data Analyst,Entry-level,On-site,2023,72500,Medium
ML Engineer,Senior-level,Remote,2023,215000,Medium
ML Engineer,Senior-level,Remote,2023,169850,Medium
Data Scientist,Senior-level,On-site,2023,147400,Medium
Data Scientist,Senior-level,On-site,2023,107682,Medium
Data Scientist,Mid-level,On-site,2023,225300,Medium
Data Scientist,Mid-level,On-site,2023,197400,Medium
ML Engineer,Senior-level,On-site,2023,204600,Medium
ML Engineer,Senior-level,On-site,2023,126500,Medium
Data Analyst,Entry-level,On-site,2023,86500,Large
Data Analyst,Entry-level,On-site,2023,40400,Large
Data Scientist,Senior-level,On-site,2023,329700,Medium
Data Scientist,Senior-level,On-site,2023,192351,Medium
Data Engineer,Senior-level,On-site,2023,280000,Medium
Data Analyst,Senior-level,Remote,2023,175000,Medium
Data Engineer,Entry-level,On-site,2023,88000,Medium
Data Engineer,Entry-level,On-site,2023,60000,Medium
ML Engineer,Senior-level,On-site,2023,222405,Medium
ML Engineer,Senior-level,On-site,2023,172800,Medium
Data Engineer,Senior-level,On-site,2023,205600,Large
Data Engineer,Senior-level,On-site,2023,105700,Large
ML Engineer,Senior-level,Remote,2023,263500,Medium
ML Engineer,Senior-level,Remote,2023,189360,Medium
Data Engineer,Senior-level,On-site,2023,184800,Medium
Data Scientist,Mid-level,Remote,2023,131000,Medium
Data Scientist,Senior-level,Remote,2023,80000,Medium
Data Engineer,Mid-level,On-site,2023,154000,Medium
Data Engineer,Mid-level,On-site,2023,103000,Medium
Data Engineer,Senior-level,On-site,2023,190400,Medium
Data Engineer,Senior-level,On-site,2023,304750,Medium
Data Analyst,Mid-level,On-site,2023,98873,Medium
Data Analyst,Mid-level,On-site,2023,58161,Medium
Data Scientist,Senior-level,On-site,2023,307100,Medium
Data Scientist,Senior-level,On-site,2023,216800,Medium
Data Scientist,Senior-level,On-site,2023,153600,Medium
Data Scientist,Senior-level,On-site,2023,106800,Medium
Data Analyst,Mid-level,On-site,2023,250000,Medium
ML Engineer,Senior-level,On-site,2023,180000,Medium
Data Engineer,Executive-level,On-site,2023,160000,Medium
Data Engineer,Executive-level,On-site,2023,130000,Medium
Data Scientist,Senior-level,On-site,2023,162000,Medium
Data Analyst,Senior-level,On-site,2023,164640,Medium
Data Analyst,Senior-level,On-site,2023,131712,Medium
Data Analyst,Mid-level,On-site,2023,74800,Medium
Data Analyst,Mid-level,On-site,2023,63600,Medium
Data Engineer,Senior-level,On-site,2023,253792,Medium
Data Engineer,Senior-level,On-site,2023,158620,Medium
Data Scientist,Senior-level,On-site,2023,115500,Medium
Data Engineer,Senior-level,On-site,2023,240000,Medium
Data Analyst,Mid-level,On-site,2023,55000,Medium
Data Analyst,Mid-level,On-site,2023,49000,Medium
Data Engineer,Senior-level,Remote,2023,135000,Medium
Data Engineer,Senior-level,Remote,2023,200000,Medium
Data Engineer,Senior-level,Remote,2023,180000,Medium
Data Scientist,Senior-level,Remote,2023,168000,Medium
Data Scientist,Entry-level,On-site,2023,105000,Medium
ML Engineer,Mid-level,On-site,2023,258700,Medium
ML Engineer,Mid-level,On-site,2023,133800,Medium
ML Engineer,Mid-level,On-site,2023,225300,Medium
ML Engineer,Mid-level,On-site,2023,197400,Medium
Data Analyst,Senior-level,Remote,2023,157000,Medium
Data Scientist,Senior-level,On-site,2023,208000,Medium
Data Scientist,Senior-level,On-site,2023,134000,Medium
Data Engineer,Mid-level,On-site,2023,65000,Medium
Data Engineer,Mid-level,On-site,2023,110000,Medium
Data Engineer,Mid-level,On-site,2023,73400,Medium
Data Engineer,Senior-level,On-site,2023,183414,Medium
Data Engineer,Senior-level,On-site,2023,97200,Medium
ML Engineer,Senior-level,On-site,2023,299000,Medium
ML Engineer,Senior-level,On-site,2023,187000,Medium
ML Engineer,Senior-level,On-site,2023,66000,Medium
ML Engineer,Senior-level,Remote,2023,140000,Medium
Data Engineer,Mid-level,On-site,2023,170200,Medium
Data Engineer,Mid-level,On-site,2023,83900,Medium
Data Engineer,Senior-level,Remote,2023,101570,Medium
Data Analyst,Senior-level,Remote,2023,177000,Medium
Data Analyst,Senior-level,Remote,2023,118000,Medium
ML Engineer,Senior-level,On-site,2023,234500,Medium
ML Engineer,Senior-level,On-site,2023,127000,Medium
Data Scientist,Senior-level,On-site,2023,287500,Medium
Data Scientist,Senior-level,On-site,2023,168000,Medium
Data Engineer,Senior-level,On-site,2023,155000,Medium
Data Scientist,Senior-level,On-site,2023,153000,Medium
Data Scientist,Senior-level,On-site,2023,136000,Medium
ML Engineer,Senior-level,On-site,2023,254000,Medium
Data Engineer,Senior-level,On-site,2023,214500,Medium
Data Engineer,Senior-level,On-site,2023,134500,Medium
Data Scientist,Senior-level,Remote,2023,136000,Medium
Data Scientist,Senior-level,Remote,2023,104000,Medium
Data Scientist,Mid-level,Remote,2023,143000,Medium
Data Scientist,Mid-level,Remote,2023,117000,Medium
Data Scientist,Senior-level,Remote,2023,275300,Medium
Data Scientist,Senior-level,Remote,2023,183500,Medium
ML Engineer,Senior-level,Remote,2023,253000,Medium
ML Engineer,Senior-level,Remote,2023,172040,Medium
Data Engineer,Senior-level,Remote,2023,234000,Medium
Data Engineer,Senior-level,Remote,2023,178000,Medium
Data Scientist,Senior-level,Remote,2023,164000,Medium
Data Analyst,Entry-level,On-site,2023,80800,Medium
Data Analyst,Entry-level,On-site,2023,53800,Medium
Data Engineer,Senior-level,Remote,2023,258900,Medium
Data Engineer,Senior-level,Remote,2023,176080,Medium
ML Engineer,Senior-level,On-site,2023,309000,Medium
Data Engineer,Senior-level,On-site,2023,132100,Medium
Data Engineer,Senior-level,On-site,2023,68400,Medium
Data Analyst,Mid-level,Remote,2023,62500,Medium
Data Analyst,Senior-level,On-site,2023,142000,Medium
Data Analyst,Senior-level,On-site,2023,128000,Medium
Data Scientist,Senior-level,On-site,2023,155000,Medium
Data Scientist,Senior-level,On-site,2023,139500,Medium
ML Engineer,Senior-level,On-site,2023,129000,Medium
Data Engineer,Senior-level,On-site,2023,259000,Medium
Data Engineer,Senior-level,On-site,2023,138750,Medium
Data Scientist,Senior-level,Remote,2023,207000,Medium
Data Scientist,Senior-level,Remote,2023,141000,Medium
ML Engineer,Entry-level,Remote,2023,36000,Medium
Data Analyst,Mid-level,On-site,2023,116700,Medium
Data Analyst,Mid-level,On-site,2023,93400,Medium
Data Analyst,Entry-level,On-site,2023,80000,Medium
Data Scientist,Senior-level,On-site,2023,195000,Medium
Data Scientist,Senior-level,On-site,2023,143750,Medium
Data Scientist,Mid-level,On-site,2023,180000,Medium
Data Scientist,Senior-level,On-site,2023,199000,Medium
Data Scientist,Senior-level,On-site,2023,196760,Medium
ML Engineer,Senior-level,On-site,2023,324000,Medium
ML Engineer,Senior-level,On-site,2023,159000,Medium
Data Engineer,Senior-level,On-site,2023,222000,Medium
ML Engineer,Senior-level,Remote,2023,70179,Large
ML Engineer,Senior-level,On-site,2023,80000,Medium
Data Analyst,Senior-level,Remote,2023,126500,Medium
Data Analyst,Senior-level,Remote,2023,78000,Medium
Data Analyst,Senior-level,Remote,2023,120000,Medium
Data Scientist,Senior-level,On-site,2023,297000,Medium
Data Scientist,Senior-level,On-site,2023,138000,Medium
Data Analyst,Mid-level,On-site,2023,147600,Medium
Data Analyst,Mid-level,On-site,2023,106300,Medium
Data Engineer,Executive-level,Remote,2023,174500,Medium
Data Engineer,Executive-level,Remote,2023,113000,Medium
Data Scientist,Senior-level,Remote,2023,227000,Medium
Data Scientist,Senior-level,Remote,2023,185000,Medium
ML Engineer,Mid-level,On-site,2023,230000,Medium
ML Engineer,Mid-level,On-site,2023,160000,Medium
Data Engineer,Senior-level,On-site,2023,138300,Medium
Data Engineer,Senior-level,On-site,2023,110700,Medium
Data Engineer,Senior-level,Remote,2023,212175,Medium
Data Engineer,Senior-level,Remote,2023,156000,Medium
Data Analyst,Mid-level,Remote,2023,111151,Medium
Data Analyst,Mid-level,Remote,2023,66691,Medium
Data Scientist,Senior-level,On-site,2023,190000,Medium
Data Scientist,Senior-level,On-site,2023,138700,Medium
Data Analyst,Senior-level,Remote,2023,95040,Medium
Data Analyst,Senior-level,Remote,2023,59400,Medium
ML Engineer,Senior-level,Remote,2023,197802,Medium
ML Engineer,Senior-level,Remote,2023,156453,Medium
Data Scientist,Senior-level,On-site,2023,308000,Medium
Data Scientist,Senior-level,On-site,2023,144000,Medium
Data Engineer,Senior-level,Remote,2023,122400,Medium
Data Analyst,Senior-level,On-site,2023,90000,Medium
Data Engineer,Senior-level,Remote,2023,147500,Medium
ML Engineer,Mid-level,Remote,2023,150000,Medium
ML Engineer,Mid-level,Remote,2023,50000,Medium
Data Engineer,Mid-level,Remote,2023,190000,Medium
Data Engineer,Mid-level,Remote,2023,150000,Medium
Data Engineer,Mid-level,Remote,2023,50000,Medium
